id,price
188533,17383.943192886487
188534,77218.42307636677
188535,51628.459963376554
188536,29604.0945283217
188537,28359.25460780468
188538,14984.469848067778
188539,12838.395366044508
188540,92613.88744330562
188541,88306.9749951268
188542,35260.33295318708
188543,26902.631225438126
188544,11594.208100089096
188545,56931.96332003709
188546,111538.59337129295
188547,21800.91824578322
188548,91097.46123041052
188549,20937.039272376755
188550,8650.719720770305
188551,82520.03105421939
188552,56662.52037928292
188553,84539.28346721648
188554,21070.548100471
188555,42762.018593093475
188556,19814.24811638771
188557,21948.149520076695
188558,78839.37889459798
188559,24731.17610997243
188560,16878.441309635084
188561,78991.19029048925
188562,24413.838195112727
188563,99343.65925515507
188564,174459.7057201577
188565,42669.16417064598
188566,30588.620304042826
188567,17764.740377815313
188568,99601.79896287549
188569,22144.91657945418
188570,13616.646333442506
188571,36484.98482389869
188572,96788.01964065824
188573,31143.167222074877
188574,33542.11121912429
188575,43359.30895875184
188576,33285.8877938043
188577,12896.121079128116
188578,35118.37665272073
188579,62944.527009311474
188580,34701.93755743483
188581,88454.27676690629
188582,28530.55817869126
188583,91807.30757716982
188584,31887.63624773665
188585,38485.77373507495
188586,36032.60139522947
188587,60582.45485218546
188588,28805.326624473473
188589,15161.93743051353
188590,30816.55437765575
188591,27660.92378910307
188592,36390.32620181271
188593,35472.452285350315
188594,84539.28346721648
188595,27363.121098839078
188596,59907.38966973908
188597,26844.354166274978
188598,25180.549239669228
188599,10978.589141177436
188600,61248.796857646055
188601,56370.68814019076
188602,31570.86129526738
188603,134440.3601382449
188604,10310.009932547679
188605,39055.003186890666
188606,31004.793484716804
188607,63900.14224498536
188608,13138.261779333165
188609,50655.3760747654
188610,50245.309229674625
188611,20056.498014142
188612,70710.36023992284
188613,22638.54393898238
188614,24829.61444640235
188615,27974.270527839686
188616,89281.43153095676
188617,44668.84634364759
188618,28195.683538866928
188619,87088.2171343468
188620,26016.29680540762
188621,23538.476483244456
188622,111262.93189582
188623,52936.17053019577
188624,42532.23783368588
188625,36032.636942594494
188626,30283.348972651358
188627,119884.99703943827
188628,88526.57825002089
188629,28453.66854618087
188630,28308.90219205859
188631,75814.30684776885
188632,56469.85421717387
188633,56662.52037928292
188634,9529.972994207703
188635,37044.37017629946
188636,50861.984569329674
188637,10327.686003592598
188638,34735.28238036954
188639,21002.53819719796
188640,12102.724256898566
188641,24864.30042122654
188642,10816.194133074609
188643,92360.68856531726
188644,93580.85717932048
188645,53988.20846256585
188646,16810.617795134676
188647,32792.944568664454
188648,26009.484462073528
188649,40875.64970242274
188650,105532.509377409
188651,59257.65130527137
188652,72277.98237815233
188653,73978.01263037289
188654,12909.613957436239
188655,21853.97127045811
188656,27059.945195216183
188657,30987.54895504489
188658,10465.010535695148
188659,69835.02653829393
188660,11917.355367101383
188661,98650.95575240397
188662,10879.84826397124
188663,12627.604464195125
188664,80635.71506367346
188665,132487.49063991857
188666,26003.993089840107
188667,10086.89238724716
188668,17155.47318034996
188669,22838.593480677595
188670,57756.19283242798
188671,21727.058435260784
188672,28346.766788816218
188673,65593.67609610337
188674,18112.11114643208
188675,33707.12693716728
188676,47435.98927975586
188677,9551.4414179261
188678,36531.44729744083
188679,38428.13689158868
188680,88505.60653167639
188681,13028.83014115112
188682,13905.621429682236
188683,13607.218202906264
188684,74431.2244451618
188685,51851.10339276208
188686,96792.56752740219
188687,21199.291718100165
188688,31010.60823493517
188689,12238.700659896767
188690,37802.115396394125
188691,45417.96207263005
188692,33024.538521885326
188693,13702.979001604974
188694,13340.192167392428
188695,22511.273905846916
188696,65403.0337573235
188697,26840.585691475142
188698,17229.36855570858
188699,61187.31179749334
188700,136617.06471907368
188701,26941.245750587812
188702,11971.69841989505
188703,139131.69745548666
188704,48710.15405153698
188705,23974.243784771552
188706,124587.79427060383
188707,11137.424116803595
188708,18771.15915242167
188709,11872.40881692988
188710,22555.96998783629
188711,26510.53331977348
188712,91240.5513511524
188713,29040.883363375506
188714,21828.193427172253
188715,38454.902575654465
188716,76722.25784413042
188717,14516.599743889328
188718,16168.780167364162
188719,38954.51688053749
188720,16376.029418488206
188721,82211.75220270264
188722,54374.11984534425
188723,23487.469908766518
188724,25681.25834608074
188725,11203.839506524982
188726,43601.08752582123
188727,13001.3517411861
188728,62172.196974668244
188729,19462.812697406785
188730,63179.87386464852
188731,68148.8318760713
188732,42130.52793243069
188733,19050.632503905537
188734,13992.637404167572
188735,7383.594702176353
188736,11932.776066976781
188737,105868.183119346
188738,77229.3309962389
188739,52599.05310503722
188740,86131.72689475675
188741,42350.70831364745
188742,27297.62583766519
188743,39542.72198236131
188744,78883.79805333052
188745,64882.3851311615
188746,43866.83904380066
188747,33037.77912643924
188748,36059.79076893155
188749,68736.53005581292
188750,7807.818748932539
188751,56530.443026741574
188752,106760.62588126956
188753,11790.1538132654
188754,74379.52866003105
188755,90460.32133874076
188756,33926.4918573164
188757,22275.334488145043
188758,12944.13395723394
188759,20160.917622923353
188760,11538.990532562882
188761,40088.49562057181
188762,47779.964026433176
188763,32535.04720232654
188764,13031.50556474723
188765,52319.914419189314
188766,35940.98183429966
188767,12593.404279887052
188768,30052.884119836854
188769,93663.24847964411
188770,42306.03644974713
188771,11168.459198096343
188772,7731.185267402268
188773,47100.446015339185
188774,50976.15271742525
188775,63252.016728256334
188776,14141.349251248932
188777,20792.504270525897
188778,23457.09195703762
188779,65829.73837463932
188780,67931.20331955209
188781,85177.67544906671
188782,18485.099448185156
188783,22421.996940850004
188784,50296.15102330994
188785,31002.582241626897
188786,39918.35534303839
188787,8531.989964194216
188788,35531.50370855323
188789,48786.713219600264
188790,14756.236279353774
188791,7042.212365001294
188792,66820.27438183474
188793,44110.018194190736
188794,20643.190761403464
188795,44884.11425391982
188796,22798.61631294992
188797,83597.58130572618
188798,19967.683016579213
188799,15740.636771725023
188800,50494.85298390729
188801,41703.21337826823
188802,32454.480332371622
188803,95297.85867741307
188804,17524.472222446908
188805,13073.978748699732
188806,111093.63352473499
188807,44533.13904246055
188808,59565.599943801506
188809,28737.12343652963
188810,22448.169434441665
188811,73732.2029666118
188812,20947.951866286232
188813,11909.067247890633
188814,36868.16234674844
188815,19883.539566168583
188816,45909.10511849105
188817,34480.753902392156
188818,37264.10821673061
188819,44123.14720726985
188820,47803.531347231175
188821,36982.41103363172
188822,19912.673497442313
188823,43000.60549703356
188824,13985.9019560142
188825,28233.112347264407
188826,8300.508483752563
188827,36203.31639212871
188828,26258.35849609191
188829,41882.94002860305
188830,54478.27263701972
188831,67056.32502672897
188832,8171.724556696461
188833,28441.684100487433
188834,27459.782937139487
188835,24218.310613828813
188836,37016.26799230119
188837,49281.39098497029
188838,22514.38820090845
188839,16159.776122121979
188840,26671.374124009573
188841,63087.209096922656
188842,21213.00980292497
188843,143987.549779557
188844,42420.86729071156
188845,18968.515169026246
188846,34667.94725672041
188847,105105.54697563376
188848,26251.84659946697
188849,29002.122964481263
188850,75019.63797874423
188851,163197.27162552928
188852,72302.91725232385
188853,17017.906924922572
188854,16719.299235924682
188855,78518.5860111266
188856,107359.35368399527
188857,80062.08583865229
188858,49883.25723872288
188859,95834.83928470929
188860,7383.594702176353
188861,34987.97961169173
188862,105819.4827087586
188863,21082.48435951383
188864,29606.59300874822
188865,36896.158880954914
188866,46726.36807185309
188867,11135.172182855134
188868,141303.40012959045
188869,18697.749154410223
188870,10336.208768852714
188871,15849.519806307606
188872,36848.24088249217
188873,47937.41341773112
188874,38490.47147014574
188875,15209.056144818389
188876,27349.559134191717
188877,52499.774644919766
188878,69696.43686145137
188879,75712.40091355186
188880,46054.72865995058
188881,9222.281934564367
188882,92624.05047518373
188883,37958.588367013974
188884,103333.90155988261
188885,35032.215712066536
188886,46758.09502757369
188887,118346.24413098872
188888,127851.76005371421
188889,45651.088973981365
188890,16496.675899765036
188891,60107.11370873795
188892,36111.12768010694
188893,97925.74620999604
188894,12399.606713244773
188895,23953.99604212354
188896,32890.86808971006
188897,19090.140714343648
188898,9478.557801931918
188899,152469.1775371815
188900,7964.753640197578
188901,11726.40052324637
188902,91566.4058171859
188903,75598.35746209467
188904,33060.743966557835
188905,30608.95434777634
188906,61370.566319913516
188907,75110.8563695348
188908,25899.56104950225
188909,41927.61877491483
188910,22084.709149973234
188911,51542.46919773732
188912,28091.655916764077
188913,82168.30483050895
188914,59036.89422326827
188915,54972.75667186505
188916,9555.191283462189
188917,62938.013411884924
188918,13320.83253716954
188919,47052.6039194134
188920,18635.263095316994
188921,49765.92451274204
188922,46731.92576229188
188923,68939.69440280652
188924,48030.81439063643
188925,53742.67039810935
188926,51240.866670592804
188927,8753.55203860561
188928,58541.58202244093
188929,20498.0884400894
188930,14686.71183745658
188931,46946.29427223825
188932,28214.627642837375
188933,81531.59244910986
188934,78388.04788169195
188935,47730.39039550992
188936,33780.457636219624
188937,35936.17407953537
188938,18512.68332722785
188939,111147.61112976915
188940,11158.454252290008
188941,75309.25867276112
188942,96455.62491080126
188943,54753.489723143524
188944,85927.88337363504
188945,22985.42862838869
188946,77780.58143816773
188947,38849.97869048278
188948,70129.63179599315
188949,113280.65450068387
188950,27927.58800050887
188951,33832.81948557984
188952,11035.217961018026
188953,9095.107151239354
188954,25414.830091280965
188955,55069.151082058466
188956,25508.009565788227
188957,36340.66897601602
188958,52544.217739651234
188959,12909.613957436239
188960,48885.28241381924
188961,82150.7691243639
188962,13747.31500505001
188963,58867.71721160841
188964,47581.043637006136
188965,11954.058978061192
188966,50689.23888345173
188967,58547.74300347516
188968,25803.728444859524
188969,34428.3174180332
188970,40429.05916567124
188971,30756.97357503333
188972,96764.9928549286
188973,97066.86725446218
188974,36716.22342562782
188975,32878.65642440293
188976,15972.214131385846
188977,31090.458276258985
188978,13626.345520074703
188979,60343.784292847246
188980,17292.905029539572
188981,15579.74652998555
188982,36720.595085815046
188983,123984.83810400612
188984,31718.874343251733
188985,14830.32215364991
188986,22080.443450587085
188987,49465.36059293858
188988,22394.43946943025
188989,49172.994258059836
188990,43663.409325667126
188991,56930.26001746484
188992,29844.09249338686
188993,47771.40671739266
188994,30693.659199836977
188995,34337.3602766346
188996,18238.973012050774
188997,82515.22149407795
188998,51677.3991184466
188999,14967.677785570964
189000,9613.365826618838
189001,23371.154767559186
189002,45842.78682059759
189003,35429.29219517322
189004,99302.62650265684
189005,48896.42663265778
189006,55870.445640963946
189007,29747.925910163904
189008,30730.121295638517
189009,10971.796306591501
189010,54451.45790364209
189011,40351.277301378555
189012,44408.08943850416
189013,37795.891320843206
189014,29469.6579985189
189015,24028.209997800677
189016,64896.167216675654
189017,15926.153287837875
189018,21871.606432948935
189019,11482.78144080612
189020,19286.934978689813
189021,48048.3494191831
189022,51144.57037613827
189023,137141.31435311926
189024,31824.17993335438
189025,83125.85645980819
189026,16486.26866491414
189027,10672.597588983335
189028,52884.44626456367
189029,25071.489030458513
189030,21282.968589313023
189031,31432.187452035138
189032,50462.4741238371
189033,14980.419998164805
189034,108115.53960427191
189035,123221.57853580272
189036,95520.11838377327
189037,21226.1737471287
189038,61714.80131187404
189039,84830.0607413004
189040,11683.576424921466
189041,16510.581446993292
189042,24783.474380492466
189043,54656.93815213912
189044,29806.540194401416
189045,48963.83704778362
189046,14266.356809515417
189047,14743.694188208812
189048,12073.517891464162
189049,73284.57974052647
189050,38096.13778061168
189051,22699.34588616845
189052,36860.68971677842
189053,25921.67896334462
189054,51657.427887085694
189055,36750.080476123505
189056,18728.615415326014
189057,19704.33548438658
189058,12900.109560356379
189059,86543.86715226325
189060,10664.464488671678
189061,21750.050958094645
189062,25486.42379575211
189063,27276.338589815336
189064,11476.748696126935
189065,33835.690653583246
189066,17142.94849740731
189067,59458.49015412441
189068,22325.69164560551
189069,34852.93284142461
189070,58770.89890014029
189071,37924.2858542366
189072,105426.14317133387
189073,50055.93757172237
189074,23375.776521373482
189075,34602.988486846916
189076,22364.81814012994
189077,97279.2124993357
189078,61588.42256872312
189079,40652.59224636294
189080,91648.60803856431
189081,51861.81167072134
189082,21397.715229446396
189083,21581.437206299794
189084,32953.143414788734
189085,75976.26936700652
189086,8763.291079152052
189087,66688.98120088746
189088,48969.23533600755
189089,85509.11172052436
189090,22022.73760985694
189091,71787.74873665061
189092,25125.85939409407
189093,61377.410749572955
189094,64568.56651648851
189095,22582.270537553348
189096,20254.301962841095
189097,72462.08272754477
189098,26587.686803651486
189099,19727.109271702506
189100,12803.11757756581
189101,42592.59144049765
189102,138251.63227272136
189103,52790.19944859448
189104,7383.594702176353
189105,105103.75398646583
189106,51756.11600340154
189107,31349.832845302368
189108,80989.59312686032
189109,68758.1990799361
189110,7450.947167973159
189111,14753.54273656968
189112,26853.59512725879
189113,96629.05971709045
189114,20504.011398147362
189115,13614.961336652314
189116,18077.79487264919
189117,21641.978143313216
189118,34193.49033556355
189119,32769.913223027506
189120,68821.93114075073
189121,54557.28839526946
189122,9894.170860364695
189123,20959.338725099755
189124,37934.58857393377
189125,87707.67790788003
189126,15322.534971247049
189127,32698.93439555794
189128,20834.952237282596
189129,16421.62010647867
189130,100946.99370381133
189131,48370.79564242046
189132,21109.356698212418
189133,80447.75047354393
189134,29191.357727176437
189135,52855.956386577345
189136,90522.61452342344
189137,24177.283228130324
189138,11917.355367101383
189139,7731.185267402268
189140,10187.18946110142
189141,13802.97179358727
189142,14042.090712130572
189143,12108.311069216867
189144,15016.02042494875
189145,90332.55418464259
189146,31432.187452035138
189147,28144.277482562047
189148,37503.77498666043
189149,37394.14470710338
189150,42470.03909466458
189151,24081.680826124808
189152,48143.94672957017
189153,43643.27223499323
189154,20030.00363526822
189155,10190.71822774768
189156,86020.4828043521
189157,10640.14896639649
189158,9005.174276894304
189159,31093.81719765197
189160,40032.071025683355
189161,14370.481466481866
189162,10233.376451017408
189163,43411.40011922431
189164,13586.24397149259
189165,21096.703118761296
189166,108964.25000037067
189167,20287.704496119204
189168,19944.998577928294
189169,34718.86301344201
189170,71062.61872923015
189171,8880.704758647218
189172,49883.25723872288
189173,11782.098916237934
189174,43874.02809866906
189175,10028.501910124425
189176,44158.99714516098
189177,80012.04531362151
189178,68633.05357279899
189179,10110.555979571149
189180,75431.3761445857
189181,18382.303864546924
189182,23648.535228432826
189183,45784.86558405002
189184,74193.74236421521
189185,22795.30786386835
189186,93847.89316104782
189187,121313.3587847885
189188,106652.13501005177
189189,9739.098412535803
189190,43502.2304205047
189191,14783.226371461089
189192,63012.17605599648
189193,51090.19087474781
189194,44409.87032616893
189195,15648.163186680995
189196,7975.082255081735
189197,17036.027606649168
189198,23433.028477704982
189199,9096.215200913437
189200,25489.740639302592
189201,33779.13808095304
189202,15223.690751162467
189203,32889.32525451441
189204,23963.902505429014
189205,34476.75635876772
189206,40607.43785678438
189207,95563.0367910112
189208,23140.55305589859
189209,39479.08959930974
189210,66402.99135329045
189211,10758.151729863974
189212,11573.791805819754
189213,43021.51444332312
189214,121915.15940326538
189215,49509.13819564414
189216,55458.18590921338
189217,49307.177065732336
189218,76737.06592685975
189219,12922.51881438592
189220,45889.57254667545
